#string_protein_1	string_protein_id_2	species_2	bitscore	start_1	end_1	start_2	end_2	size_2
362663.ECP_0510	362663.ECP_3641	362663	67.0	357	562	38	250	334
362663.ECP_0510	362663.ECP_3642	362663	62.0	341	570	4	251	327
362663.ECP_0510	362663.ECP_3670	362663	79.7	357	553	32	233	525
362663.ECP_0510	362663.ECP_3822	362663	53.9	338	569	44	255	278
362663.ECP_0510	362663.ECP_3828	362663	193.0	43	575	172	705	707
362663.ECP_0510	362663.ECP_3924	362663	87.0	341	567	11	245	257
362663.ECP_0510	362663.ECP_3948	362663	68.2	316	564	231	490	501
362663.ECP_0510	362663.ECP_4253	362663	76.6	340	561	3	221	371
362663.ECP_0510	362663.ECP_4314	362663	60.5	341	559	4	232	234
362663.ECP_0510	362663.ECP_4315	362663	54.3	341	555	12	236	284
362663.ECP_0510	362663.ECP_4330	362663	81.6	357	556	21	227	510
362663.ECP_0510	362663.ECP_4340	362663	56.2	370	562	34	234	252
362663.ECP_0510	362663.ECP_4478	362663	70.1	357	581	25	258	500
362663.ECP_0510	362663.ECP_4554	362663	193.0	43	575	172	705	707
362663.ECP_0510	362663.ECP_4777	362663	50.8	336	519	319	487	555
362663.ECP_0511	362663.ECP_0511	362663	221.1	1	112	1	112	112
362663.ECP_0511	362663.ECP_2555	362663	160.2	1	112	1	112	112
362663.ECP_0512	362663.ECP_0512	362663	842.4	1	428	1	428	428
362663.ECP_0513	362663.ECP_0513	362663	590.1	1	286	1	286	286
362663.ECP_0514	362663.ECP_0514	362663	282.0	1	144	1	144	144
362663.ECP_0515	362663.ECP_0515	362663	73.6	1	40	1	40	40
362663.ECP_0516	362663.ECP_0516	362663	211.5	1	103	1	103	103
362663.ECP_0516	362663.ECP_1389	362663	53.9	7	88	89	170	171
362663.ECP_0517	362663.ECP_0517	362663	236.5	1	117	1	117	117
362663.ECP_0518	362663.ECP_0391	362663	127.5	278	509	116	353	362
362663.ECP_0518	362663.ECP_0518	362663	1062.4	1	516	1	516	516
362663.ECP_0518	362663.ECP_0847	362663	87.8	275	504	534	769	782
362663.ECP_0518	362663.ECP_1200	362663	55.5	356	502	237	389	403
362663.ECP_0518	362663.ECP_1205	362663	152.1	251	510	5	270	283
362663.ECP_0518	362663.ECP_1339	362663	138.3	275	516	413	658	661
362663.ECP_0518	362663.ECP_1485	362663	126.3	275	511	548	790	799
362663.ECP_0518	362663.ECP_1758	362663	136.7	210	511	200	510	532
362663.ECP_0518	362663.ECP_2217	362663	142.1	249	514	242	512	518
362663.ECP_0518	362663.ECP_2419	362663	113.2	275	507	515	749	749
362663.ECP_0518	362663.ECP_2505	362663	125.2	257	513	482	741	747
362663.ECP_0518	362663.ECP_2965	362663	127.1	268	510	9	254	260
362663.ECP_0518	362663.ECP_3629	362663	150.6	277	508	418	654	662
362663.ECP_0518	362663.ECP_4289	362663	297.7	2	514	4	518	528
362663.ECP_0519	362663.ECP_0519	362663	322.0	1	156	1	156	156
362663.ECP_0520	362663.ECP_0415	362663	166.4	6	183	10	188	206
362663.ECP_0520	362663.ECP_0520	362663	379.0	1	183	1	183	183
362663.ECP_0520	362663.ECP_2094	362663	58.2	62	182	60	177	182
362663.ECP_0521	362663.ECP_0521	362663	149.8	1	72	1	72	72
362663.ECP_0521	362663.ECP_1570	362663	53.9	6	72	1	71	71
362663.ECP_0521	362663.ECP_2998	362663	86.3	7	71	63	127	128
362663.ECP_0522	362663.ECP_0522	362663	260.4	1	124	1	124	124
362663.ECP_0523	362663.ECP_0523	362663	2140.2	1	1049	1	1049	1049
362663.ECP_0523	362663.ECP_0606	362663	200.7	16	1036	20	1047	1047
362663.ECP_0523	362663.ECP_1345	362663	1215.3	3	1036	4	1030	1035
362663.ECP_0523	362663.ECP_2115	362663	390.2	3	1039	14	1039	1040
362663.ECP_0523	362663.ECP_2116	362663	381.3	4	1036	6	1018	1025
362663.ECP_0523	362663.ECP_2482	362663	1406.0	1	1036	1	1033	1037
362663.ECP_0523	362663.ECP_3360	362663	1664.8	1	1033	1	1032	1034
362663.ECP_0523	362663.ECP_3613	362663	1545.0	1	1035	1	1033	1037
362663.ECP_0524	362663.ECP_0524	362663	547.4	1	274	1	274	274
362663.ECP_0524	362663.ECP_1344	362663	257.7	5	258	120	369	373
362663.ECP_0524	362663.ECP_2114	362663	104.0	5	254	150	392	415
362663.ECP_0524	362663.ECP_3359	362663	389.0	1	252	123	374	385
362663.ECP_0524	362663.ECP_3612	362663	290.4	1	259	120	378	385
362663.ECP_0525	362663.ECP_0525	362663	407.9	1	197	1	197	197
362663.ECP_0525	362663.ECP_3357	362663	117.1	2	185	20	202	220
362663.ECP_0526	362663.ECP_0526	362663	2281.1	1	1120	1	1120	1120
362663.ECP_0526	362663.ECP_0822	362663	53.5	889	988	517	616	741
362663.ECP_0526	362663.ECP_1385	362663	58.5	885	1059	118	295	343
362663.ECP_0526	362663.ECP_2913	362663	84.7	885	1102	69	284	286
362663.ECP_0526	362663.ECP_4403	362663	364.0	138	1102	115	1090	1107
362663.ECP_0527	362663.ECP_0527	362663	102.8	1	53	1	53	53
362663.ECP_0528	362663.ECP_0528	362663	339.3	1	175	1	175	175
362663.ECP_0529	362663.ECP_0529	362663	248.1	1	125	1	125	125
362663.ECP_0530	362663.ECP_0530	362663	365.2	1	183	1	183	183
362663.ECP_0531	362663.ECP_0531	362663	1307.4	1	643	1	643	643
362663.ECP_0531	362663.ECP_0906	362663	62.4	2	194	12	181	447
362663.ECP_0531	362663.ECP_1091	362663	75.5	35	170	21	159	334
362663.ECP_0532	362663.ECP_0532	362663	222.2	1	109	1	109	109
362663.ECP_0533	362663.ECP_0533	362663	414.8	1	201	1	201	201
362663.ECP_0534	362663.ECP_0534	362663	1279.2	1	624	1	624	624
362663.ECP_0535	362663.ECP_0535	362663	433.3	1	214	1	214	214
362663.ECP_0536	362663.ECP_0536	362663	659.8	1	320	1	320	320
362663.ECP_0537	362663.ECP_0537	362663	671.0	1	322	1	322	322
362663.ECP_0537	362663.ECP_4098	362663	111.7	33	312	20	301	306
362663.ECP_0538	362663.ECP_0538	362663	912.5	1	434	1	434	434
362663.ECP_0539	362663.ECP_0047	362663	168.3	24	538	22	517	620
362663.ECP_0539	362663.ECP_0539	362663	1090.9	1	558	1	558	558
362663.ECP_0540	362663.ECP_0540	362663	807.4	1	406	1	406	406
362663.ECP_0541	362663.ECP_0541	362663	1139.8	1	550	1	550	550
362663.ECP_0541	362663.ECP_4151	362663	93.6	1	506	1	494	539
362663.ECP_0541	362663.ECP_4152	362663	120.9	34	536	25	503	516
362663.ECP_0541	362663.ECP_4154	362663	99.8	1	506	3	472	517
362663.ECP_0541	362663.ECP_4467	362663	91.7	12	503	8	549	647
362663.ECP_0542	362663.ECP_0542	362663	349.0	1	167	1	167	167
362663.ECP_0543	362663.ECP_0543	362663	556.6	1	266	1	266	266
362663.ECP_0544	362663.ECP_0544	362663	320.1	1	159	1	159	159
362663.ECP_0545	362663.ECP_0545	362663	540.8	1	264	1	264	264
362663.ECP_0546	362663.ECP_0546	362663	210.3	1	100	1	100	100
362663.ECP_0547	362663.ECP_0547	362663	229.9	1	113	1	113	113
362663.ECP_0547	362663.ECP_1478	362663	50.4	11	83	9	80	94
362663.ECP_0548	362663.ECP_0548	362663	365.9	1	184	1	184	184
362663.ECP_0548	362663.ECP_0716	362663	94.7	11	96	459	544	682
362663.ECP_0548	362663.ECP_3562	362663	110.2	1	181	561	732	732
362663.ECP_0548	362663.ECP_4492	362663	73.2	2	124	548	695	898
362663.ECP_0549	362663.ECP_0549	362663	1315.1	1	652	1	652	652
362663.ECP_0549	362663.ECP_0716	362663	74.3	335	534	120	318	682
362663.ECP_0549	362663.ECP_3562	362663	198.0	105	602	54	517	732
362663.ECP_0549	362663.ECP_4492	362663	72.4	290	532	125	382	898
362663.ECP_0550	362663.ECP_0550	362663	637.1	1	310	1	310	310
362663.ECP_0550	362663.ECP_1508	362663	200.3	24	308	24	308	308
362663.ECP_0551	362663.ECP_0461	362663	65.9	7	428	5	449	457
362663.ECP_0551	362663.ECP_0551	362663	839.0	1	430	1	430	430
362663.ECP_0551	362663.ECP_1454	362663	56.2	2	375	19	408	499
362663.ECP_0551	362663.ECP_2057	362663	53.5	3	272	8	280	283
362663.ECP_0551	362663.ECP_4385	362663	58.2	10	271	5	256	418
362663.ECP_0552	362663.ECP_0552	362663	282.7	1	135	1	135	135
362663.ECP_0552	362663.ECP_3380	362663	87.8	2	129	3	141	141
362663.ECP_0553	362663.ECP_0553	362663	847.4	1	407	1	407	407
362663.ECP_0554	362663.ECP_0554	362663	295.4	1	152	1	152	152
362663.ECP_0555	362663.ECP_0555	362663	615.5	1	305	1	305	305
362663.ECP_0555	362663.ECP_4419	362663	65.9	11	285	86	351	419
362663.ECP_0555	362663.ECP_4420	362663	61.6	8	224	8	286	334
362663.ECP_0556	362663.ECP_0069	362663	77.8	26	200	16	192	232
362663.ECP_0556	362663.ECP_0135	362663	55.8	18	219	16	216	308
362663.ECP_0556	362663.ECP_0161	362663	79.7	10	217	14	226	265
362663.ECP_0556	362663.ECP_0209	362663	93.2	23	201	21	204	343
362663.ECP_0556	362663.ECP_0285	362663	86.3	15	182	178	351	351
362663.ECP_0556	362663.ECP_0305	362663	109.4	8	210	367	580	1245
362663.ECP_0556	362663.ECP_0429	362663	90.1	7	219	1	211	255
362663.ECP_0556	362663.ECP_0509	362663	92.4	19	211	348	544	590
362663.ECP_0556	362663.ECP_0510	362663	78.6	19	219	353	554	593
362663.ECP_0556	362663.ECP_0556	362663	466.8	1	225	1	225	225
362663.ECP_0556	362663.ECP_0562	362663	50.4	136	219	69	150	152
362663.ECP_0556	362663.ECP_0620	362663	79.0	12	211	14	218	271
362663.ECP_0556	362663.ECP_0675	362663	79.7	7	207	1	202	241
362663.ECP_0556	362663.ECP_0771	362663	53.9	4	200	257	464	490
362663.ECP_0556	362663.ECP_0777	362663	81.3	26	211	17	203	352
362663.ECP_0556	362663.ECP_0808	362663	89.7	18	207	340	529	578
362663.ECP_0556	362663.ECP_0823	362663	100.9	7	209	1	204	240
362663.ECP_0556	362663.ECP_0834	362663	62.4	22	213	334	511	530
362663.ECP_0556	362663.ECP_0842	362663	82.4	23	210	329	528	612
362663.ECP_0556	362663.ECP_0869	362663	92.8	5	200	44	239	404
362663.ECP_0556	362663.ECP_0879	362663	74.7	8	197	3	200	242
362663.ECP_0556	362663.ECP_0894	362663	93.6	5	211	2	217	648
362663.ECP_0556	362663.ECP_0900	362663	79.3	23	210	356	545	573
362663.ECP_0556	362663.ECP_0901	362663	81.3	26	211	369	557	588
362663.ECP_0556	362663.ECP_0925	362663	89.4	15	211	351	552	582
362663.ECP_0556	362663.ECP_0945	362663	86.3	1	211	6	207	255
362663.ECP_0556	362663.ECP_0954	362663	58.9	7	198	319	497	635
362663.ECP_0556	362663.ECP_1110	362663	100.5	22	197	5	186	214
362663.ECP_0556	362663.ECP_1120	362663	100.5	5	211	15	222	378
362663.ECP_0556	362663.ECP_1191	362663	57.0	10	197	2	201	275
362663.ECP_0556	362663.ECP_1242	362663	62.4	22	212	18	214	252
362663.ECP_0556	362663.ECP_1293	362663	70.1	18	219	34	249	337
362663.ECP_0556	362663.ECP_1294	362663	76.6	21	210	38	238	334
362663.ECP_0556	362663.ECP_1348	362663	73.6	26	219	33	231	268
362663.ECP_0556	362663.ECP_1349	362663	51.2	6	210	2	232	330
362663.ECP_0556	362663.ECP_1370	362663	53.5	22	111	19	108	111
362663.ECP_0556	362663.ECP_1443	362663	94.4	8	207	5	205	337
362663.ECP_0556	362663.ECP_1492	362663	50.8	22	207	382	554	561
362663.ECP_0556	362663.ECP_1629	362663	63.5	7	169	1	177	248
362663.ECP_0556	362663.ECP_1657	362663	64.3	5	217	2	211	249
362663.ECP_0556	362663.ECP_1702	362663	85.1	7	201	1	197	217
362663.ECP_0556	362663.ECP_1802	362663	76.6	5	213	2	197	251
362663.ECP_0556	362663.ECP_1841	362663	71.2	1	210	1	215	504
362663.ECP_0556	362663.ECP_1939	362663	85.5	15	211	353	553	600
362663.ECP_0556	362663.ECP_1940	362663	73.2	23	208	330	519	570
362663.ECP_0556	362663.ECP_2033	362663	79.3	14	211	12	208	255
362663.ECP_0556	362663.ECP_2168	362663	93.2	7	220	1	217	262
362663.ECP_0556	362663.ECP_2188	362663	66.6	7	211	13	223	506
362663.ECP_0556	362663.ECP_2221	362663	73.2	22	197	301	485	529
362663.ECP_0556	362663.ECP_2242	362663	65.5	22	196	16	184	205
362663.ECP_0556	362663.ECP_2253	362663	76.3	26	211	13	194	218
362663.ECP_0556	362663.ECP_2345	362663	73.9	18	219	16	232	257
362663.ECP_0556	362663.ECP_2445	362663	111.3	8	210	3	210	365
362663.ECP_0556	362663.ECP_2548	362663	65.9	23	210	26	221	503
362663.ECP_0556	362663.ECP_2643	362663	85.9	23	211	44	239	400
362663.ECP_0556	362663.ECP_2921	362663	65.1	7	211	1	210	225
362663.ECP_0556	362663.ECP_3120	362663	80.5	8	211	10	220	269
362663.ECP_0556	362663.ECP_3282	362663	92.4	2	218	3	233	269
362663.ECP_0556	362663.ECP_3289	362663	76.3	8	200	4	199	241
362663.ECP_0556	362663.ECP_3345	362663	74.7	7	201	5	204	499
362663.ECP_0556	362663.ECP_3366	362663	89.7	1	210	6	220	252
362663.ECP_0556	362663.ECP_3443	362663	60.8	5	198	310	487	637
362663.ECP_0556	362663.ECP_3543	362663	82.0	18	216	15	214	356
362663.ECP_0556	362663.ECP_3547	362663	54.3	7	211	5	211	237
362663.ECP_0556	362663.ECP_3548	362663	66.6	18	197	16	213	255
362663.ECP_0556	362663.ECP_3556	362663	95.1	15	202	11	201	222
362663.ECP_0556	362663.ECP_3575	362663	89.4	22	197	27	211	268
362663.ECP_0556	362663.ECP_3578	362663	67.8	18	217	287	485	911
362663.ECP_0556	362663.ECP_3605	362663	78.6	7	211	1	212	256
362663.ECP_0556	362663.ECP_3641	362663	85.1	21	210	36	235	334
362663.ECP_0556	362663.ECP_3642	362663	60.5	21	219	21	234	327
362663.ECP_0556	362663.ECP_3670	362663	66.6	7	210	16	226	525
362663.ECP_0556	362663.ECP_3822	362663	53.5	23	201	62	238	278
362663.ECP_0556	362663.ECP_3828	362663	100.1	22	211	484	677	707
362663.ECP_0556	362663.ECP_3924	362663	89.4	1	197	3	211	257
362663.ECP_0556	362663.ECP_3948	362663	75.9	23	217	268	473	501
362663.ECP_0556	362663.ECP_4253	362663	92.0	8	210	4	207	371
362663.ECP_0556	362663.ECP_4314	362663	90.5	27	203	23	204	234
362663.ECP_0556	362663.ECP_4315	362663	56.6	19	197	23	214	284
362663.ECP_0556	362663.ECP_4330	362663	58.5	5	201	3	208	510
362663.ECP_0556	362663.ECP_4339	362663	56.6	22	198	23	209	226
362663.ECP_0556	362663.ECP_4340	362663	83.2	4	197	2	205	252
362663.ECP_0556	362663.ECP_4348	362663	58.9	23	211	20	227	262
362663.ECP_0556	362663.ECP_4478	362663	63.2	21	210	23	217	500
362663.ECP_0556	362663.ECP_4554	362663	100.1	22	211	484	677	707
362663.ECP_0556	362663.ECP_4777	362663	68.6	7	169	323	476	555
362663.ECP_0557	362663.ECP_0557	362663	520.4	1	259	1	259	259
362663.ECP_0558	362663.ECP_0558	362663	597.0	1	296	1	296	296
362663.ECP_0558	362663.ECP_2584	362663	71.6	18	122	37	139	139
362663.ECP_0558	362663.ECP_3973	362663	61.6	38	100	59	121	144
362663.ECP_0559	362663.ECP_0559	362663	530.8	1	256	1	256	256
362663.ECP_0559	362663.ECP_0628	362663	58.5	3	208	6	206	248
362663.ECP_0559	362663.ECP_1085	362663	63.9	3	191	6	196	244
362663.ECP_0559	362663.ECP_1320	362663	67.4	5	199	15	217	252
362663.ECP_0559	362663.ECP_1523	362663	57.0	5	216	3	216	248
362663.ECP_0559	362663.ECP_2176	362663	57.0	1	181	1	188	253
362663.ECP_0559	362663.ECP_2449	362663	77.8	3	195	7	205	263
362663.ECP_0559	362663.ECP_2747	362663	62.4	3	184	19	204	261
362663.ECP_0559	362663.ECP_3088	362663	63.2	3	195	50	248	294
362663.ECP_0559	362663.ECP_4238	362663	60.5	3	177	10	192	268
362663.ECP_0559	362663.ECP_4458	362663	57.8	6	184	9	205	263
362663.ECP_0560	362663.ECP_0560	362663	445.7	1	218	1	218	218
362663.ECP_0561	362663.ECP_0561	362663	142.1	1	75	1	75	75
362663.ECP_0561	362663.ECP_0894	362663	56.6	6	71	4	69	648
362663.ECP_0561	362663.ECP_2445	362663	55.5	7	75	3	67	365
362663.ECP_0562	362663.ECP_0069	362663	59.7	14	151	73	211	232
362663.ECP_0562	362663.ECP_0135	362663	56.2	12	152	78	218	308
362663.ECP_0562	362663.ECP_0161	362663	54.3	3	148	76	226	265
362663.ECP_0562	362663.ECP_0209	362663	99.8	12	151	82	222	343
362663.ECP_0562	362663.ECP_0429	362663	74.7	15	135	73	193	255
362663.ECP_0562	362663.ECP_0556	362663	50.4	69	150	136	219	225
362663.ECP_0562	362663.ECP_0562	362663	305.8	1	152	1	152	152
362663.ECP_0562	362663.ECP_0620	362663	50.1	46	136	119	209	271
362663.ECP_0562	362663.ECP_0675	362663	97.1	7	152	73	218	241
362663.ECP_0562	362663.ECP_0777	362663	72.4	12	149	76	208	352
362663.ECP_0562	362663.ECP_0808	362663	57.8	3	148	394	537	578
362663.ECP_0562	362663.ECP_0823	362663	101.3	2	151	67	217	240
362663.ECP_0562	362663.ECP_0842	362663	69.7	9	150	90	238	612
362663.ECP_0562	362663.ECP_0869	362663	68.9	14	130	120	236	404
362663.ECP_0562	362663.ECP_0879	362663	88.2	12	151	82	222	242
362663.ECP_0562	362663.ECP_0894	362663	126.3	1	148	75	221	648
362663.ECP_0562	362663.ECP_0900	362663	60.1	48	151	452	553	573
362663.ECP_0562	362663.ECP_0945	362663	89.4	16	148	84	211	255
362663.ECP_0562	362663.ECP_1110	362663	134.0	1	151	57	207	214
362663.ECP_0562	362663.ECP_1120	362663	77.8	12	151	89	229	378
362663.ECP_0562	362663.ECP_1191	362663	51.6	70	148	142	219	275
362663.ECP_0562	362663.ECP_1293	362663	82.4	8	150	100	249	337
362663.ECP_0562	362663.ECP_1294	362663	65.1	43	150	136	245	334
362663.ECP_0562	362663.ECP_1348	362663	53.5	9	150	85	231	268
362663.ECP_0562	362663.ECP_1349	362663	60.8	51	150	136	239	330
362663.ECP_0562	362663.ECP_1371	362663	54.7	58	150	8	101	246
362663.ECP_0562	362663.ECP_1443	362663	83.6	12	150	76	215	337
362663.ECP_0562	362663.ECP_1702	362663	69.7	12	132	76	195	217
362663.ECP_0562	362663.ECP_1802	362663	58.2	7	143	65	194	251
362663.ECP_0562	362663.ECP_1940	362663	51.2	12	150	388	528	570
362663.ECP_0562	362663.ECP_2033	362663	56.6	10	136	75	199	255
362663.ECP_0562	362663.ECP_2168	362663	75.9	12	145	75	209	262
362663.ECP_0562	362663.ECP_2221	362663	75.1	6	151	355	507	529
362663.ECP_0562	362663.ECP_2345	362663	81.3	16	151	96	233	257
362663.ECP_0562	362663.ECP_2445	362663	81.3	5	150	67	217	365
362663.ECP_0562	362663.ECP_2643	362663	88.6	2	148	97	243	400
362663.ECP_0562	362663.ECP_3120	362663	56.6	3	135	74	210	269
362663.ECP_0562	362663.ECP_3282	362663	60.1	5	131	76	205	269
362663.ECP_0562	362663.ECP_3289	362663	53.1	5	148	74	215	241
362663.ECP_0562	362663.ECP_3366	362663	88.2	1	151	76	228	252
362663.ECP_0562	362663.ECP_3543	362663	68.2	14	151	78	215	356
362663.ECP_0562	362663.ECP_3548	362663	60.1	36	145	121	228	255
362663.ECP_0562	362663.ECP_3556	362663	101.3	12	149	79	216	222
362663.ECP_0562	362663.ECP_3574	362663	53.9	53	151	120	222	254
362663.ECP_0562	362663.ECP_3575	362663	69.7	64	150	145	232	268
362663.ECP_0562	362663.ECP_3578	362663	70.5	12	150	349	493	911
362663.ECP_0562	362663.ECP_3605	362663	52.8	70	148	131	216	256
362663.ECP_0562	362663.ECP_3641	362663	69.7	8	134	95	225	334
362663.ECP_0562	362663.ECP_3642	362663	75.5	1	150	78	234	327
362663.ECP_0562	362663.ECP_3828	362663	53.5	29	151	571	684	707
362663.ECP_0562	362663.ECP_3924	362663	66.6	7	150	87	232	257
362663.ECP_0562	362663.ECP_4253	362663	73.6	14	130	77	193	371
362663.ECP_0562	362663.ECP_4314	362663	73.9	12	149	79	218	234
362663.ECP_0562	362663.ECP_4315	362663	61.6	55	151	138	236	284
362663.ECP_0562	362663.ECP_4339	362663	70.9	7	130	85	208	226
362663.ECP_0562	362663.ECP_4340	362663	68.6	48	150	122	226	252
362663.ECP_0562	362663.ECP_4348	362663	75.9	15	148	89	231	262
362663.ECP_0562	362663.ECP_4478	362663	51.2	14	148	86	223	500
362663.ECP_0562	362663.ECP_4554	362663	53.5	29	151	571	684	707
362663.ECP_0563	362663.ECP_0563	362663	1593.2	1	804	1	804	804
362663.ECP_0564	362663.ECP_0564	362663	751.5	1	364	1	364	364
362663.ECP_0565	362663.ECP_0214	362663	59.3	5	88	6	89	304
362663.ECP_0565	362663.ECP_0363	362663	51.6	10	91	15	86	308
362663.ECP_0565	362663.ECP_0364	362663	54.7	7	256	9	259	297
362663.ECP_0565	362663.ECP_0392	362663	216.5	1	283	4	286	310
362663.ECP_0565	362663.ECP_0565	362663	633.6	1	308	1	308	308
362663.ECP_0565	362663.ECP_1382	362663	57.8	7	268	9	270	299
362663.ECP_0565	362663.ECP_1500	362663	53.9	7	87	9	89	223
362663.ECP_0565	362663.ECP_1510	362663	55.8	2	255	1	248	293
362663.ECP_0565	362663.ECP_1539	362663	73.2	7	256	8	260	297
362663.ECP_0565	362663.ECP_1606	362663	151.4	1	275	1	274	310
362663.ECP_0565	362663.ECP_2058	362663	114.8	5	281	6	281	309
362663.ECP_0565	362663.ECP_2328	362663	55.1	2	87	11	96	312
362663.ECP_0565	362663.ECP_2427	362663	59.3	3	89	8	94	294
362663.ECP_0565	362663.ECP_2432	362663	66.6	5	124	6	124	308
362663.ECP_0565	362663.ECP_2791	362663	52.8	6	84	10	88	305
362663.ECP_0565	362663.ECP_3150	362663	51.6	5	234	9	224	310
362663.ECP_0565	362663.ECP_3200	362663	89.7	5	281	10	283	298
362663.ECP_0565	362663.ECP_3621	362663	57.0	5	147	29	167	306
362663.ECP_0565	362663.ECP_3959	362663	60.1	2	74	1	73	279
362663.ECP_0565	362663.ECP_3966	362663	53.1	2	96	46	140	341
362663.ECP_0565	362663.ECP_4031	362663	164.5	5	283	6	283	301
362663.ECP_0566	362663.ECP_0566	362663	333.6	1	160	1	160	160
362663.ECP_0567	362663.ECP_0567	362663	552.0	1	271	1	271	271
362663.ECP_0567	362663.ECP_1771	362663	123.6	43	271	34	262	263
362663.ECP_0567	362663.ECP_2291	362663	86.7	23	269	9	253	260
362663.ECP_0567	362663.ECP_3678	362663	112.8	20	267	22	272	282
362663.ECP_0567	362663.ECP_4046	362663	90.9	20	270	10	250	255
362663.ECP_0567	362663.ECP_4227	362663	222.2	6	266	8	271	274
362663.ECP_0568	362663.ECP_0079	362663	320.5	1	538	1	531	574
362663.ECP_0568	362663.ECP_0568	362663	1227.2	1	593	1	593	593
362663.ECP_0568	362663.ECP_0886	362663	149.4	13	557	12	529	572
362663.ECP_0568	362663.ECP_2398	362663	146.4	14	474	18	475	564
362663.ECP_0568	362663.ECP_3878	362663	286.2	11	486	20	484	562
362663.ECP_0568	362663.ECP_3962	362663	260.4	4	561	1	530	548
362663.ECP_0569	362663.ECP_0569	362663	543.5	1	258	1	258	258
362663.ECP_0569	362663.ECP_1366	362663	54.7	124	254	127	259	262
362663.ECP_0569	362663.ECP_2717	362663	219.5	1	258	1	258	258
362663.ECP_0570	362663.ECP_0570	362663	590.9	1	292	1	292	292
362663.ECP_0570	362663.ECP_2714	362663	117.5	3	281	9	290	302
362663.ECP_0570	362663.ECP_3215	362663	236.1	1	284	6	290	299
362663.ECP_0570	362663.ECP_4088	362663	125.2	3	280	4	283	292
362663.ECP_0571	362663.ECP_0571	362663	966.8	1	484	1	484	484
362663.ECP_0572	362663.ECP_0572	362663	939.5	1	453	1	453	453
362663.ECP_0572	362663.ECP_2867	362663	171.0	5	433	3	436	461
362663.ECP_0573	362663.ECP_0573	362663	850.5	1	433	1	433	433
362663.ECP_0573	362663.ECP_3752	362663	56.2	124	431	151	462	463
362663.ECP_0574	362663.ECP_0574	362663	756.1	1	381	1	381	381
362663.ECP_0574	362663.ECP_3214	362663	409.1	1	376	28	403	408
362663.ECP_0575	362663.ECP_0575	362663	539.7	1	261	1	261	261
362663.ECP_0576	362663.ECP_0576	362663	861.3	1	411	1	411	411
362663.ECP_0577	362663.ECP_0577	362663	726.9	1	349	1	349	349
362663.ECP_0577	362663.ECP_0815	362663	129.8	2	349	6	357	361
362663.ECP_0577	362663.ECP_3102	362663	255.0	3	331	6	333	336
362663.ECP_0577	362663.ECP_3679	362663	87.0	1	328	1	326	332
362663.ECP_0577	362663.ECP_4280	362663	107.8	1	332	3	336	357
362663.ECP_0578	362663.ECP_0397	362663	307.0	2	493	3	509	515
362663.ECP_0578	362663.ECP_0578	362663	1129.8	1	555	1	555	555
362663.ECP_0578	362663.ECP_4036	362663	314.7	11	492	12	507	519
362663.ECP_0579	362663.ECP_0398	362663	341.3	4	418	61	472	472
362663.ECP_0579	362663.ECP_0579	362663	859.4	1	419	1	419	419
362663.ECP_0579	362663.ECP_4035	362663	398.7	5	414	58	465	474
362663.ECP_0580	362663.ECP_0396	362663	50.1	17	268	14	279	287
362663.ECP_0580	362663.ECP_0580	362663	550.8	1	271	1	271	271
362663.ECP_0581	362663.ECP_0399	362663	176.8	1	295	1	313	316
362663.ECP_0581	362663.ECP_0581	362663	598.2	1	297	1	297	297
362663.ECP_0581	362663.ECP_2868	362663	184.9	2	295	3	308	310
362663.ECP_0581	362663.ECP_4034	362663	181.8	5	297	7	318	318
362663.ECP_0581	362663.ECP_4499	362663	312.0	3	297	6	303	314
