#string_protein_id	preferred_name	protein_size	annotation
1034809.SLUG_09550	upp	209	Catalyzes the conversion of uracil and 5-phospho-alpha-D- ribose 1-diphosphate (PRPP) to UMP and diphosphate
1034809.SLUG_09560	atpI	116	annotation not available
1034809.SLUG_09570	atpB	242	Key component of the proton channel; it plays a direct role in the translocation of protons across the membrane. 
1034809.SLUG_09580	atpE	70	F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation
1034809.SLUG_09590	atpF	174	Component of the F(0) channel, it forms part of the peripheral stalk, linking F(1) to F(0)
1034809.SLUG_09600	atpH	179	F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation
1034809.SLUG_09610	atpA	502	Produces ATP from ADP in the presence of a proton gradient across the membrane. The alpha chain is a regulatory subunit. 
1034809.SLUG_09620	atpG	288	Produces ATP from ADP in the presence of a proton gradient across the membrane. The gamma chain is believed to be important in regulating ATPase activity and the flow of protons through the CF(0) complex
1034809.SLUG_09630	atpD	470	Produces ATP from ADP in the presence of a proton gradient across the membrane. The catalytic sites are hosted primarily by the beta subunits
1034809.SLUG_09640	atpC	133	Produces ATP from ADP in the presence of a proton gradient across the membrane
1034809.SLUG_09650	CCB53432.1	77	annotation not available
1034809.SLUG_09660	murA1	421	Cell wall formation. Adds enolpyruvyl to UDP-N- acetylglucosamine
1034809.SLUG_09670	fabZ	146	Involved in unsaturated fatty acids biosynthesis. Catalyzes the dehydration of short chain beta-hydroxyacyl-ACPs and long chain saturated and unsaturated beta-hydroxyacyl-ACPs
1034809.SLUG_09680	CCB53435.1	150	annotation not available
1034809.SLUG_09690	CCB53436.1	133	annotation not available
1034809.SLUG_09700	sceD	235	annotation not available
1034809.SLUG_09710	tenA	225	Catalyzes an amino-pyrimidine hydrolysis reaction at the C5' of the pyrimidine moiety of thiamine compounds, a reaction that is part of a thiamine salvage pathway
1034809.SLUG_09720	thiD	273	annotation not available
1034809.SLUG_09730	thiM	262	Catalyzes the phosphorylation of the hydroxyl group of 4- methyl-5-beta-hydroxyethylthiazole (THZ)
1034809.SLUG_09740	thiE	212	Condenses 4-methyl-5-(beta-hydroxyethyl)thiazole monophosphate (THZ-P) and 2-methyl-4-amino-5-hydroxymethyl pyrimidine pyrophosphate (HMP-PP) to form thiamine monophosphate (TMP). 
1034809.SLUG_09750	yidC	291	Required for the insertion and/or proper folding and/or complex formation of integral membrane proteins into the membrane. Involved in integration of membrane proteins that insert both dependently and independently of the Sec translocase complex, as well as at least some lipoproteins
1034809.SLUG_09760	CCB53443.1	213	annotation not available
1034809.SLUG_09770	cls	494	Catalyzes the reversible phosphatidyl group transfer from one phosphatidylglycerol molecule to another to form cardiolipin (CL) (diphosphatidylglycerol) and glycerol
1034809.SLUG_09780	CCB53445.1	100	annotation not available
1034809.SLUG_09790	CCB53446.1	70	annotation not available
1034809.SLUG_09800	CCB53447.1	45	annotation not available
1034809.SLUG_09810	CCB53448.1	396	Belongs to the SEDS family. 
1034809.SLUG_09820	ddl	356	Cell wall formation
1034809.SLUG_09830	murF	452	Involved in cell wall formation. Catalyzes the final step in the synthesis of UDP-N-acetylmuramoyl-pentapeptide, the precursor of murein
1034809.SLUG_09840	cshA	504	DEAD-box RNA helicase possibly involved in RNA degradation. Unwinds dsRNA in both 5'- and 3'-directions, has RNA-dependent ATPase activity
1034809.SLUG_09850	CCB53452.1	160	annotation not available
1034809.SLUG_09860	CCB53453.1	504	annotation not available
1034809.SLUG_09870	CCB53454.1	170	annotation not available
1034809.SLUG_09880	acpS	130	Transfers the 4'-phosphopantetheine moiety from coenzyme A to a Ser of acyl-carrier-protein
1034809.SLUG_09890	alr	382	Catalyzes the interconversion of L-alanine and D-alanine. May also act on other amino acids
1034809.SLUG_09900	CCB53457.1	56	annotation not available
1034809.SLUG_09910	CCB53458.1	116	Toxic component of a type II toxin-antitoxin (TA) system. 
1034809.SLUG_09920	rsbU	333	annotation not available
1034809.SLUG_09930	rsbV	108	Belongs to the anti-sigma-factor antagonist family. 
1034809.SLUG_09940	rsbW	159	Negative regulator of sigma-B activity. Phosphorylates and inactivates its specific antagonist protein, RsbV. Upon phosphorylation of RsbV, RsbW is released and binds to sigma-B, thereby blocking its ability to form an RNA polymerase holoenzyme (E-sigma-B). 
1034809.SLUG_09950	sigB	256	Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released
1034809.SLUG_09960	CCB53463.1	716	annotation not available
1034809.SLUG_09970	CCB53464.1	152	Belongs to the SprT family
1034809.SLUG_09980	CCB53465.1	188	annotation not available
1034809.SLUG_09990	ilvA	422	Catalyzes the anaerobic formation of alpha-ketobutyrate and ammonia from threonine in a two-step reaction. The first step involved a dehydration of threonine and a production of enamine intermediates (aminocrotonate), which tautomerizes to its imine form (iminobutyrate). Both intermediates are unstable and short-lived. The second step is the nonenzymatic hydrolysis of the enamine/imine intermediates to form 2- ketobutyrate and free ammonia. In the low water environment of the cell, the second step is accelerated by RidA. 
1034809.SLUG_10000	leuD	189	Catalyzes the isomerization between 2-isopropylmalate and 3- isopropylmalate, via the formation of 2-isopropylmaleate. 
1034809.SLUG_10010	leuC	456	Catalyzes the isomerization between 2-isopropylmalate and 3- isopropylmalate, via the formation of 2-isopropylmaleate. 
1034809.SLUG_10020	leuB	346	Catalyzes the oxidation of 3-carboxy-2-hydroxy-4- methylpentanoate (3-isopropylmalate) to 3-carboxy-4-methyl-2- oxopentanoate. The product decarboxylates to 4-methyl-2 oxopentanoate. 
1034809.SLUG_10030	leuA	516	Catalyzes the condensation of the acetyl group of acetyl-CoA with 3-methyl-2-oxobutanoate (2-oxoisovalerate) to form 3-carboxy-3- hydroxy-4-methylpentanoate (2-isopropylmalate)
1034809.SLUG_10040	ilvC	334	Involved in the biosynthesis of branched-chain amino acids (BCAA). Catalyzes an alkyl-migration followed by a ketol-acid reduction of (S)-2-acetolactate (S2AL) to yield (R)-2,3-dihydroxy-isovalerate. In the isomerase reaction, S2AL is rearranged via a Mg-dependent methyl migration to produce 3-hydroxy-3-methyl-2-ketobutyrate (HMKB). In the reductase reaction, this 2-ketoacid undergoes a metal-dependent reduction by NADPH to yield (R)-2,3-dihydroxy-isovalerate. 
1034809.SLUG_10050	CCB53472.1	61	annotation not available
1034809.SLUG_10060	ilvB	577	annotation not available
1034809.SLUG_10070	ilvD	558	Belongs to the IlvD/Edd family
1034809.SLUG_10080	tsaE	153	annotation not available
1034809.SLUG_10090	tsaB	220	annotation not available
1034809.SLUG_10100	rimI	141	Acetylates the N-terminal alanine of ribosomal protein S18. 
1034809.SLUG_10110	tsaD	340	Required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine. Is involved in the transfer of the threonylcarbamoyl moiety of threonylcarbamoyl-AMP (TC-AMP) to the N6 group of A37, together with TsaE and TsaB. TsaD likely plays a direct catalytic role in this reaction
1034809.SLUG_10120	CCB53479.1	537	annotation not available
1034809.SLUG_10130	CCB53481.1	647	annotation not available
1034809.SLUG_10140	rex	211	Modulates transcription in response to changes in cellular NADH/NAD(+) redox state
1034809.SLUG_10150	CCB53483.1	364	annotation not available
1034809.SLUG_10160	CCB53484.1	74	Belongs to the sulfur carrier protein TusA family. 
1034809.SLUG_10170	amt	414	annotation not available
1034809.SLUG_10180	scrR	316	annotation not available
1034809.SLUG_10190	scrB	494	Enables the bacterium to metabolize sucrose as a sole carbon source
1034809.SLUG_10200	CCB53489.1	324	annotation not available
1034809.SLUG_10210	agrA	238	annotation not available
1034809.SLUG_10220	agrC	429	annotation not available
1034809.SLUG_10230	agrD	47	annotation not available
1034809.SLUG_10240	agrB	215	Essential for the production of a quorum sensing system signal molecule, the autoinducing peptide (AIP). This quorum sensing system is responsible for the regulation of the expression of virulence factor genes. Involved in the proteolytic processing of AgrD, the precursor of AIP
1034809.SLUG_10250	CCB53495.1	261	annotation not available
1034809.SLUG_10260	CCB53496.1	207	annotation not available
1034809.SLUG_10270	CCB53497.1	470	Uncharacterized protein; Low homology to SdrH of S. epidermidis
1034809.SLUG_10280	CCB53498.1	246	annotation not available
1034809.SLUG_10290	groES	94	Binds to Cpn60 in the presence of Mg-ATP and suppresses the ATPase activity of the latter
1034809.SLUG_10300	groEL	540	Prevents misfolding and promotes the refolding and proper assembly of unfolded polypeptides generated under stress conditions. 
1034809.SLUG_10310	CCB53501.1	428	annotation not available
1034809.SLUG_10320	CCB53502.1	32	Uncharacterized protein; Doubtful CDS
1034809.SLUG_10330	CCB53503.1	59	annotation not available
1034809.SLUG_10340	CCB53504.1	126	annotation not available
1034809.SLUG_10350	CCB53505.1	295	annotation not available
1034809.SLUG_10360	CCB53506.1	221	annotation not available
1034809.SLUG_10370	CCB53507.1	290	annotation not available
1034809.SLUG_10380	CCB53508.1	242	annotation not available
1034809.SLUG_10390	CCB53509.1	185	annotation not available
1034809.SLUG_10400	CCB53510.1	174	annotation not available
1034809.SLUG_10410	CCB53511.1	184	annotation not available
1034809.SLUG_10420	CCB53512.1	279	annotation not available
1034809.SLUG_10430	CCB53513.1	346	annotation not available
1034809.SLUG_10440	CCB53515.1	57	annotation not available
1034809.SLUG_10450	CCB53516.1	344	annotation not available
1034809.SLUG_10460	CCB53517.1	459	Belongs to the aldehyde dehydrogenase family. 
1034809.SLUG_10470	ppaC	309	annotation not available
1034809.SLUG_10480	CCB53519.1	184	annotation not available
1034809.SLUG_10490	CCB53520.1	361	annotation not available
1034809.SLUG_10500	CCB53521.1	520	annotation not available
1034809.SLUG_10510	CCB53522.1	265	annotation not available
1034809.SLUG_10520	CCB53523.1	355	Catalyzes the production of nitric oxide. 
1034809.SLUG_10530	CCB53524.1	489	Catalyzes the first step in the biosynthesis of NAD from nicotinic acid, the ATP-dependent synthesis of beta-nicotinate D- ribonucleotide from nicotinate and 5-phospho-D-ribose 1-phosphate. 
1034809.SLUG_10540	nadE	279	Catalyzes the ATP-dependent amidation of deamido-NAD to form NAD. Uses ammonia as a nitrogen source
1034809.SLUG_10550	CCB53526.1	200	annotation not available
1034809.SLUG_10560	CCB53527.1	42	annotation not available
1034809.SLUG_10570	purB	431	Belongs to the lyase 1 family. Adenylosuccinate lyase subfamily
1034809.SLUG_10580	CCB53529.1	100	annotation not available
1034809.SLUG_10590	pcrB	230	Prenyltransferase that catalyzes in vivo the transfer of the heptaprenyl moiety of heptaprenyl pyrophosphate (HepPP; 35 carbon atoms) to the C3 hydroxyl of sn-glycerol-1-phosphate (G1P), producing heptaprenylglyceryl phosphate (HepGP). This reaction is an ether-bond- formation step in the biosynthesis of archaea-type G1P-based membrane lipids found in Bacillales
1034809.SLUG_10600	pcrA	730	annotation not available
1034809.SLUG_10610	lig	667	DNA ligase that catalyzes the formation of phosphodiester linkages between 5'-phosphoryl and 3'-hydroxyl groups in double- stranded DNA using NAD as a coenzyme and as the energy source for the reaction. It is essential for DNA replication and repair of damaged DNA
1034809.SLUG_10620	CCB53533.1	396	annotation not available
1034809.SLUG_10630	CCB53534.1	129	annotation not available
1034809.SLUG_10640	putP	512	Catalyzes the sodium-dependent uptake of extracellular L- proline
1034809.SLUG_10650	gatC	100	Allows the formation of correctly charged Asn-tRNA(Asn) or Gln-tRNA(Gln) through the transamidation of misacylated Asp-tRNA(Asn) or Glu-tRNA(Gln) in organisms which lack either or both of asparaginyl- tRNA or glutaminyl-tRNA synthetases. The reaction takes place in the presence of glutamine and ATP through an activated phospho-Asp- tRNA(Asn) or phospho-Glu-tRNA(Gln)
1034809.SLUG_10660	gatA	485	Allows the formation of correctly charged Gln-tRNA(Gln) through the transamidation of misacylated Glu-tRNA(Gln) in organisms which lack glutaminyl-tRNA synthetase. The reaction takes place in the presence of glutamine and ATP through an activated gamma-phospho-Glu- tRNA(Gln)
1034809.SLUG_10670	gatB	475	Allows the formation of correctly charged Asn-tRNA(Asn) or Gln-tRNA(Gln) through the transamidation of misacylated Asp-tRNA(Asn) or Glu-tRNA(Gln) in organisms which lack either or both of asparaginyl- tRNA or glutaminyl-tRNA synthetases. The reaction takes place in the presence of glutamine and ATP through an activated phospho-Asp- tRNA(Asn) or phospho-Glu-tRNA(Gln)
1034809.SLUG_10680	CCB53539.1	332	annotation not available
1034809.SLUG_10690	rlmD	461	Belongs to the class I-like SAM-binding methyltransferase superfamily. RNA M5U methyltransferase family
1034809.SLUG_10700	CCB53541.1	182	annotation not available
1034809.SLUG_10710	CCB53542.1	101	annotation not available
1034809.SLUG_10720	dinB	359	Poorly processive, error-prone DNA polymerase involved in untargeted mutagenesis. Copies undamaged DNA at stalled replication forks, which arise in vivo from mismatched or misaligned primer ends. These misaligned primers can be extended by PolIV. Exhibits no 3'-5' exonuclease (proofreading) activity. May be involved in translesional synthesis, in conjunction with the beta clamp from PolIII. 
